chunk,rows_processed,n_blacklisted,max_block,processed_after,ram_usage_gb
426000,4260000000,50628778,13730330,0 days 05:23:56.655181,10.12
427000,4270000000,50723323,13743779,0 days 05:24:43.051135,10.13
428000,4280000000,50800522,13757700,0 days 05:25:36.573212,10.14
429000,4290000000,50896082,13771569,0 days 05:26:25.862830,10.16
430000,4300000000,50988261,13785181,0 days 05:27:15.309300,10.17
431000,4310000000,51088750,13799794,0 days 05:28:06.555982,10.18
432000,4320000000,51195065,13814326,0 days 05:28:55.909054,10.2
433000,4330000000,51278095,13827324,0 days 05:29:45.226296,10.21
434000,4340000000,51363143,13840843,0 days 05:30:35.311439,10.22
435000,4350000000,51450096,13854698,0 days 05:31:25.244027,10.23
436000,4360000000,51544234,13868686,0 days 05:32:15.065286,10.24
437000,4370000000,51636147,13881583,0 days 05:33:02.851745,10.25
438000,4380000000,51741213,13895245,0 days 05:33:56.508200,10.27
439000,4390000000,51824191,13909222,0 days 05:34:47.138052,10.28
440000,4400000000,51917359,13922945,0 days 05:35:37.641130,10.29
441000,4410000000,52000105,13937146,0 days 05:36:30.928202,10.3
442000,4420000000,52093421,13951029,0 days 05:37:22.966144,10.31
443000,4430000000,52164560,13965176,0 days 05:38:17.400223,10.33
444000,4440000000,52236824,13979681,0 days 05:39:08.741236,10.34
445000,4450000000,52317271,13993787,0 days 05:40:00.175996,10.34
446000,4460000000,52405269,14008567,0 days 05:40:54.932848,10.35
447000,4470000000,52490458,14022687,0 days 05:41:50.731087,10.37
448000,4480000000,52570941,14036683,0 days 05:42:43.082333,10.38
449000,4490000000,52647036,14050033,0 days 05:43:32.847680,10.39
450000,4500000000,52711126,14062868,0 days 05:44:19.473350,10.4
451000,4510000000,52781946,14076284,0 days 05:45:08.567675,10.41
452000,4520000000,52856906,14090595,0 days 05:46:01.100043,10.41
453000,4530000000,52929711,14105392,0 days 05:46:55.655861,10.43
454000,4540000000,53004320,14119803,0 days 05:47:51.049331,10.44
455000,4550000000,53082447,14134449,0 days 05:48:45.134122,10.45
456000,4560000000,53161823,14148580,0 days 05:49:39.223222,10.46
457000,4570000000,53249197,14162847,0 days 05:50:43.738142,13.16
458000,4580000000,53333214,14176661,0 days 05:51:35.098292,13.17
459000,4590000000,53413146,14190132,0 days 05:52:25.704808,13.18
460000,4600000000,53495674,14203998,0 days 05:53:17.378683,13.19
461000,4610000000,53586167,14218117,0 days 05:54:10.097742,13.2
462000,4620000000,53668125,14231895,0 days 05:55:01.157321,13.21
463000,4630000000,53745524,14245689,0 days 05:55:52.500954,13.22
464000,4640000000,53818150,14259788,0 days 05:56:44.269419,13.23
465000,4650000000,53894906,14272948,0 days 05:57:34.314337,13.24
466000,4660000000,53970682,14287008,0 days 05:58:29.071255,13.26
467000,4670000000,54055341,14301029,0 days 05:59:19.620409,13.26
468000,4680000000,54151682,14314601,0 days 06:00:11.558080,13.28
469000,4690000000,54223107,14327621,0 days 06:01:02.609993,13.29
470000,4700000000,54298528,14340808,0 days 06:01:52.588577,13.3
471000,4710000000,54376120,14354153,0 days 06:02:45.298932,13.31
472000,4720000000,54449225,14367262,0 days 06:03:35.955690,13.32
473000,4730000000,54528957,14380807,0 days 06:04:27.184071,13.33
474000,4740000000,54608664,14394148,0 days 06:05:17.388174,13.34
475000,4750000000,54700662,14407038,0 days 06:06:08.252771,13.35
476000,4760000000,54758265,14419794,0 days 06:06:59.885645,13.36
477000,4770000000,54834577,14432712,0 days 06:07:50.271719,13.37
478000,4780000000,54906283,14445930,0 days 06:08:42.583449,13.38
479000,4790000000,54986164,14459262,0 days 06:09:33.235380,13.39
480000,4800000000,55059310,14472209,0 days 06:10:25.110641,13.4
481000,4810000000,55151766,14484458,0 days 06:11:12.605187,13.41
482000,4820000000,55243960,14497420,0 days 06:12:01.644710,13.42
483000,4830000000,55332874,14509971,0 days 06:12:49.459950,13.43
484000,4840000000,55412145,14522026,0 days 06:13:38.904375,13.44
485000,4850000000,55490713,14534153,0 days 06:14:31.037565,13.45
486000,4860000000,55570020,14547379,0 days 06:15:22.200274,13.46
487000,4870000000,55642206,14560307,0 days 06:16:13.864284,13.47
488000,4880000000,55722987,14572909,0 days 06:17:02.828893,13.49
489000,4890000000,55797334,14585880,0 days 06:17:51.237769,13.5
490000,4900000000,55869723,14599230,0 days 06:18:45.570763,13.51
491000,4910000000,55949826,14611786,0 days 06:19:35.072802,13.51
492000,4920000000,56036807,14625463,0 days 06:20:27.885604,13.52
493000,4930000000,56129469,14638916,0 days 06:21:18.277488,13.54
494000,4940000000,56222184,14651884,0 days 06:22:09.018104,13.55
495000,4950000000,56317265,14665094,0 days 06:23:02.102276,13.56
496000,4960000000,56413774,14677674,0 days 06:23:51.482398,13.57
497000,4970000000,56492336,14690706,0 days 06:24:40.047368,13.58
498000,4980000000,56577552,14703392,0 days 06:25:27.405467,13.59
499000,4990000000,56667187,14716121,0 days 06:26:16.112953,13.61
500000,5000000000,56764841,14729177,0 days 06:27:08.144291,13.62
501000,5010000000,56854586,14741666,0 days 06:27:56.239122,13.64
502000,5020000000,56951746,14753587,0 days 06:28:40.869729,13.65
503000,5030000000,57002645,14764731,0 days 06:29:22.434345,13.65
504000,5040000000,57058181,14776713,0 days 06:30:09.753434,13.66
505000,5050000000,57132094,14788738,0 days 06:30:58.937080,13.67
506000,5060000000,57218543,14802534,0 days 06:31:48.403203,13.68
