chunk,rows_processed,n_blacklisted,max_block,processed_after,ram_usage_gb
422000,4220000000,137507047,13674874,0 days 04:27:47.722270,19.64
423000,4230000000,137773889,13688153,0 days 04:28:26.546798,19.67
424000,4240000000,138010777,13701518,0 days 04:29:04.885731,19.69
425000,4250000000,138279773,13715772,0 days 04:29:46.539452,19.72
426000,4260000000,138558661,13730330,0 days 04:30:26.508893,19.75
427000,4270000000,138801616,13743779,0 days 04:31:04.381155,19.8
428000,4280000000,139041074,13757700,0 days 04:31:45.016436,19.79
429000,4290000000,139339944,13771569,0 days 04:32:24.319198,19.82
430000,4300000000,139582591,13785181,0 days 04:33:03.313550,19.85
431000,4310000000,139843336,13799794,0 days 04:33:44.382865,19.87
432000,4320000000,140122859,13814326,0 days 04:34:23.139745,19.9
433000,4330000000,140344822,13827324,0 days 04:35:00.450626,19.92
434000,4340000000,140559739,13840843,0 days 04:35:39.362581,19.94
435000,4350000000,140799503,13854698,0 days 04:36:18.579814,19.97
436000,4360000000,141054396,13868686,0 days 04:36:57.924259,19.99
437000,4370000000,141247489,13881583,0 days 04:37:36.685020,20.01
438000,4380000000,141505102,13895245,0 days 04:38:17.471416,20.04
439000,4390000000,141739193,13909222,0 days 04:38:57.415839,20.06
440000,4400000000,141973667,13922945,0 days 04:39:36.977666,20.08
441000,4410000000,142206155,13937146,0 days 04:40:17.444893,20.11
442000,4420000000,142458154,13951029,0 days 04:40:58.174975,20.13
443000,4430000000,142677566,13965176,0 days 04:41:41.022307,20.15
444000,4440000000,142877076,13979681,0 days 04:42:21.512350,20.17
445000,4450000000,143090355,13993787,0 days 04:43:01.861152,20.19
446000,4460000000,143323663,14008567,0 days 04:43:44.045920,20.22
447000,4470000000,143534845,14022687,0 days 04:44:25.718576,20.24
448000,4480000000,143742757,14036683,0 days 04:45:06.089725,20.26
449000,4490000000,143948765,14050033,0 days 04:45:46.527677,20.28
450000,4500000000,144126590,14062868,0 days 04:46:24.201498,20.29
451000,4510000000,144317550,14076284,0 days 04:47:03.727491,20.31
452000,4520000000,144515393,14090595,0 days 04:47:44.185478,20.33
453000,4530000000,144709517,14105392,0 days 04:48:25.425460,20.35
454000,4540000000,144905404,14119803,0 days 04:49:07.593214,20.37
455000,4550000000,145108880,14134449,0 days 04:49:50.540061,20.39
456000,4560000000,145314510,14148580,0 days 04:50:32.835604,20.41
457000,4570000000,145515925,14162847,0 days 04:51:14.716706,20.47
458000,4580000000,145716907,14176661,0 days 04:51:55.104635,20.45
459000,4590000000,145909274,14190132,0 days 04:52:35.460674,20.47
460000,4600000000,146087642,14203998,0 days 04:53:16.081975,20.49
461000,4610000000,146277844,14218117,0 days 04:53:59.249641,20.51
462000,4620000000,146450132,14231895,0 days 04:54:39.145279,20.52
463000,4630000000,146620451,14245689,0 days 04:55:18.709715,20.54
464000,4640000000,146788199,14259788,0 days 04:55:59.236615,20.56
465000,4650000000,146961642,14272948,0 days 04:56:39.307398,20.57
466000,4660000000,147137383,14287008,0 days 04:57:20.397826,20.59
467000,4670000000,147317715,14301029,0 days 04:58:01.718070,20.61
468000,4680000000,147514223,14314601,0 days 04:58:42.641828,20.63
469000,4690000000,147673454,14327621,0 days 04:59:22.034961,20.64
470000,4700000000,147840822,14340808,0 days 05:00:01.488549,20.66
471000,4710000000,148021360,14354153,0 days 05:00:41.237060,20.68
472000,4720000000,148180164,14367262,0 days 05:01:19.929245,20.69
473000,4730000000,148346617,14380807,0 days 05:02:01.432460,20.71
474000,4740000000,148519997,14394148,0 days 05:02:41.038607,20.73
475000,4750000000,148700830,14407038,0 days 05:03:19.571325,20.74
476000,4760000000,148878543,14419794,0 days 05:03:59.311036,20.76
477000,4770000000,149041213,14432712,0 days 05:04:38.801656,20.78
478000,4780000000,149215211,14445930,0 days 05:05:19.043947,20.8
479000,4790000000,149396337,14459262,0 days 05:06:00.924444,20.81
480000,4800000000,149563643,14472209,0 days 05:06:41.262271,20.83
481000,4810000000,149751448,14484458,0 days 05:07:19.829724,20.85
482000,4820000000,149943954,14497420,0 days 05:07:58.554626,20.87
483000,4830000000,150121113,14509971,0 days 05:08:36.621670,20.88
484000,4840000000,150278346,14522026,0 days 05:09:15.544749,20.9
485000,4850000000,150432599,14534153,0 days 05:09:55.923410,20.92
486000,4860000000,150597329,14547379,0 days 05:10:35.237979,20.93
487000,4870000000,150749685,14560307,0 days 05:11:15.444286,20.95
488000,4880000000,150912215,14572909,0 days 05:11:52.947758,20.96
489000,4890000000,151058155,14585880,0 days 05:12:31.247402,20.98
490000,4900000000,151206791,14599230,0 days 05:13:11.512389,20.99
491000,4910000000,151349617,14611786,0 days 05:13:50.263329,21.01
492000,4920000000,151519018,14625463,0 days 05:14:32.941144,21.02
493000,4930000000,151695775,14638916,0 days 05:15:13.202162,21.04
494000,4940000000,151854668,14651884,0 days 05:15:52.922572,21.05
495000,4950000000,152031563,14665094,0 days 05:16:32.154326,21.07
496000,4960000000,152209173,14677674,0 days 05:17:10.922826,21.09
497000,4970000000,152371963,14690706,0 days 05:17:49.497313,21.11
498000,4980000000,152516847,14703392,0 days 05:18:29.884187,21.12
499000,4990000000,152678491,14716121,0 days 05:19:08.470496,21.14
500000,5000000000,152857175,14729177,0 days 05:19:47.814992,21.16
501000,5010000000,153026020,14741666,0 days 05:20:26.146868,21.17
502000,5020000000,153215342,14753587,0 days 05:21:02.494116,21.19
503000,5030000000,153383445,14764731,0 days 05:21:37.036714,21.21
504000,5040000000,153551265,14776713,0 days 05:22:16.628624,21.22
505000,5050000000,153707361,14788738,0 days 05:22:55.111497,21.24
506000,5060000000,153899138,14802534,0 days 05:23:34.815404,21.25
