chunk,rows_processed,n_blacklisted,max_block,processed_after,ram_usage_gb
387000,3870000000,128725561,13184633,0 days 04:04:35.634479,18.78
388000,3880000000,128954367,13200306,0 days 04:05:17.293976,18.8
389000,3890000000,129165433,13214273,0 days 04:05:57.369714,18.83
390000,3900000000,129375573,13228502,0 days 04:06:36.966333,18.85
391000,3910000000,129596292,13242913,0 days 04:07:15.935018,18.87
392000,3920000000,129796021,13257512,0 days 04:07:54.817909,18.88
393000,3930000000,129988901,13271891,0 days 04:08:32.851607,18.91
394000,3940000000,130198278,13286228,0 days 04:09:12.989480,18.93
395000,3950000000,130383371,13300683,0 days 04:09:51.228680,18.98
396000,3960000000,130585783,13315950,0 days 04:10:30.143787,18.96
397000,3970000000,130770157,13330766,0 days 04:11:09.415361,18.98
398000,3980000000,130967968,13344856,0 days 04:11:48.656475,19.0
399000,3990000000,131167978,13359391,0 days 04:12:28.192611,19.02
400000,4000000000,131479956,13374223,0 days 04:13:09.137744,19.05
401000,4010000000,131746336,13388722,0 days 04:13:52.747550,19.08
402000,4020000000,131963981,13403212,0 days 04:14:31.776456,19.1
403000,4030000000,132193321,13417391,0 days 04:15:10.561318,19.12
404000,4040000000,132424048,13431652,0 days 04:15:49.211989,19.14
405000,4050000000,132638211,13445748,0 days 04:16:28.285611,19.17
406000,4060000000,132882728,13459237,0 days 04:17:06.858642,19.19
407000,4070000000,133129365,13473054,0 days 04:17:47.736205,19.21
408000,4080000000,133379452,13486342,0 days 04:18:27.438052,19.24
409000,4090000000,133672324,13499770,0 days 04:19:06.509485,19.27
410000,4100000000,134062603,13513322,0 days 04:19:47.205728,19.31
411000,4110000000,134400441,13526452,0 days 04:20:27.170406,19.34
412000,4120000000,134728355,13540244,0 days 04:21:07.069061,19.37
413000,4130000000,135060056,13553396,0 days 04:21:48.390202,19.4
414000,4140000000,135361386,13566896,0 days 04:22:28.211875,19.43
415000,4150000000,135660965,13580327,0 days 04:23:07.328531,19.46
416000,4160000000,135947116,13593726,0 days 04:23:46.035352,19.49
417000,4170000000,136216474,13606928,0 days 04:24:25.839482,19.52
418000,4180000000,136488205,13620315,0 days 04:25:06.417233,19.54
419000,4190000000,136750991,13633767,0 days 04:25:47.950567,19.57
420000,4200000000,137005036,13647437,0 days 04:26:28.135209,19.6
421000,4210000000,137245625,13660795,0 days 04:27:08.077816,19.62
